node,nodeID,root node,root node ID,biodomain_1,biodomain_2,biodomain_3,biodomain_4,biodomain_5
GOBP_MUSCLE_CELL_DEVELOPMENT,GO:0055001,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Structural Stabilization,Cell Cycle
GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT,,,,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Signal Transduction,Neurodevelopment and Neuronal Differentiation
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,GO:0055007,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Signal Transduction,Cell Adhesion and Interaction,Neurodevelopment and Neuronal Differentiation
GOBP_ASYMMETRIC_NEUROBLAST_DIVISION,GO:0055059,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Cell Cycle,System and Developmental Process,Neurogenesis,Structural Stabilization
GOBP_IRON_ION_HOMEOSTASIS,,,,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Signal Transduction,System and Developmental Process,Response to Stimulus
GOBP_RESPONSE_TO_HYPEROXIA,GO:0055093,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,Mitochondrial Function and Metabolism,Immune System and Inflammation,System and Developmental Process
GOBP_PERICARDIUM_DEVELOPMENT,GO:0060039,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_REGULATION_OF_LIPASE_ACTIVITY,,,,Lipid Metabolism,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus,System and Developmental Process
GOBP_REGULATION_OF_SARCOMERE_ORGANIZATION,GO:0060297,biological_process,GO:0008150,Structural Stabilization,Cell Adhesion and Interaction,System and Developmental Process,Signal Transduction,Molecular Transport and Homeostasis
GOBP_ELASTIN_CATABOLIC_PROCESS,GO:0060309,biological_process,GO:0008150,Protein Metabolism and Trafficking,Structural Stabilization,System and Developmental Process,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics
GOBP_FACE_MORPHOGENESIS,GO:0060325,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus
GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS,GO:0060350,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Signal Transduction,Response to Stimulus
GOBP_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS,GO:0060351,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction
GOBP_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION,,,,Signal Transduction,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Response to Stimulus,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION,,,,Signal Transduction,Epigenetic Regulation,Transcription and Translation Machinery,Protein Metabolism and Trafficking,System and Developmental Process
GOBP_LUNG_ASSOCIATED_MESENCHYME_DEVELOPMENT,GO:0060484,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Response to Stimulus,Cell Adhesion and Interaction,Signal Transduction
GOBP_CARTILAGE_MORPHOGENESIS,GO:0060536,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Signal Transduction,Response to Stimulus
GOBP_PARENTAL_BEHAVIOR,GO:0060746,biological_process,GO:0008150,System and Developmental Process,Response to Stimulus,Neurotransmission and Synaptic Regulation,Cell Adhesion and Interaction,Immune System and Inflammation
GOBP_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING,GO:0060831,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Signal Transduction,System and Developmental Process,Cell Adhesion and Interaction,Response to Stimulus
GOBP_HEART_FORMATION,GO:0060914,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Structural Stabilization,Response to Stimulus
GOBP_REGULATION_OF_WOUND_HEALING,GO:0061041,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Cell Adhesion and Interaction,System and Developmental Process,Signal Transduction
GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING,GO:0061045,biological_process,GO:0008150,Response to Stimulus,Immune System and Inflammation,Signal Transduction,System and Developmental Process,Cell Adhesion and Interaction
GOBP_REGULATION_OF_HISTONE_H3_K27_METHYLATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Signal Transduction,Response to Stimulus
GOBP_REGULATION_OF_CHONDROCYTE_DEVELOPMENT,GO:0061181,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Cycle,Signal Transduction,Structural Stabilization
GOBP_BMP_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,,,,Signal Transduction,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Response to Stimulus,Transcription and Translation Machinery
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_CARDIAC_MUSCLE_CELL_FATE_COMMITMENT,,,,Signal Transduction,System and Developmental Process,Transcription and Translation Machinery,Cell Cycle,Epigenetic Regulation
GOBP_BEHAVIORAL_RESPONSE_TO_CHEMICAL_PAIN,,,,Response to Stimulus,Neurotransmission and Synaptic Regulation,Immune System and Inflammation,Signal Transduction,System and Developmental Process
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER,GO:0061436,biological_process,GO:0008150,Cell Adhesion and Interaction,System and Developmental Process,Immune System and Inflammation,Structural Stabilization,Response to Stimulus
GOBP_PHARYNGEAL_ARCH_ARTERY_MORPHOGENESIS,GO:0061626,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Molecular Transport and Homeostasis,Signal Transduction,Cell Adhesion and Interaction
GOBP_HISTONE_H3_K9_MODIFICATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,Response to Stimulus,DNA Repair
GOBP_LEUKOTRIENE_SIGNALING_PATHWAY,GO:0061737,biological_process,GO:0008150,Signal Transduction,Immune System and Inflammation,Response to Stimulus,Molecular Transport and Homeostasis,Lipid Metabolism
GOBP_LEUKOCYTE_ADHESION_TO_ARTERIAL_ENDOTHELIAL_CELL,GO:0061757,biological_process,GO:0008150,Cell Adhesion and Interaction,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,GO:0062098,biological_process,GO:0008150,Apoptosis,Cell Cycle,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY,GO:0070104,biological_process,GO:0008150,Signal Transduction,Immune System and Inflammation,Response to Stimulus,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_INTERLEUKIN_27_MEDIATED_SIGNALING_PATHWAY,GO:0070106,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Transcription and Translation Machinery,System and Developmental Process
GOBP_SYNAPTONEMAL_COMPLEX_ORGANIZATION,GO:0070193,biological_process,GO:0008150,Cell Cycle,DNA Repair,Structural Stabilization,System and Developmental Process,Epigenetic Regulation
GOBP_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION,GO:0070278,biological_process,GO:0008150,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,System and Developmental Process,Structural Stabilization,Response to Stimulus
GOBP_ERK1_AND_ERK2_CASCADE,GO:0070371,biological_process,GO:0008150,Signal Transduction,Cell Cycle,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,GO:0070374,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,System and Developmental Process,Cell Cycle,Molecular Transport and Homeostasis
GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_1_SIGNALING_PATHWAY,GO:0070427,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Epigenetic Regulation
GOBP_CADMIUM_ION_TRANSMEMBRANE_TRANSPORT,GO:0070574,biological_process,GO:0008150,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION,GO:0070586,biological_process,GO:0008150,Cell Adhesion and Interaction,System and Developmental Process,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_MAST_CELL_PROLIFERATION,GO:0070662,biological_process,GO:0008150,Immune System and Inflammation,Cell Cycle,Signal Transduction,System and Developmental Process,Response to Stimulus
GOBP_HISTONE_H3_K27_METHYLATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,System and Developmental Process,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_HETEROCHROMATIN_ORGANIZATION,GO:0070828,biological_process,GO:0008150,Epigenetic Regulation,Structural Stabilization,Transcription and Translation Machinery,DNA Repair,System and Developmental Process
GOBP_HISTONE_H3_DEACETYLATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,System and Developmental Process,Response to Stimulus,Protein Metabolism and Trafficking
GOBP_CHOLINE_TRANSPORT,GO:0015871,biological_process,GO:0008150,Molecular Transport and Homeostasis,Neurotransmission and Synaptic Regulation,Lipid Metabolism,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOBP_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,GO:0016338,biological_process,GO:0008150,Cell Adhesion and Interaction,System and Developmental Process,Response to Stimulus,Structural Stabilization,Molecular Transport and Homeostasis
GOBP_HISTONE_MODIFICATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,Cell Cycle,Response to Stimulus
GOBP_HISTONE_METHYLATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,System and Developmental Process,Response to Stimulus
GOBP_HISTONE_DEACETYLATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,Response to Stimulus,Signal Transduction,Protein Metabolism and Trafficking
GOBP_HISTONE_DEUBIQUITINATION,,,,Epigenetic Regulation,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Signal Transduction,Response to Stimulus
GOBP_PROTEIN_IMPORT,GO:0017038,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_PLASMA_MEMBRANE_PHOSPHOLIPID_SCRAMBLING,GO:0017121,biological_process,GO:0008150,Lipid Metabolism,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Signal Transduction
GOBP_PEPTIDYL_LYSINE_METHYLATION,GO:0018022,biological_process,GO:0008150,Epigenetic Regulation,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Signal Transduction,Response to Stimulus
GOBP_PEPTIDYL_LYSINE_TRIMETHYLATION,GO:0018023,biological_process,GO:0008150,Epigenetic Regulation,Protein Metabolism and Trafficking,Response to Stimulus,Signal Transduction,Transcription and Translation Machinery
GOBP_PEPTIDE_CROSS_LINKING,GO:0018149,biological_process,GO:0008150,Protein Metabolism and Trafficking,Structural Stabilization,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_PEPTIDYL_LYSINE_MODIFICATION,GO:0018205,,,Protein Metabolism and Trafficking,Epigenetic Regulation,Signal Transduction,Structural Stabilization,Response to Stimulus
GOBP_PEPTIDYL_TYROSINE_MODIFICATION,GO:0018212,,,Protein Metabolism and Trafficking,Signal Transduction,Epigenetic Regulation,Response to Stimulus,Structural Stabilization
GOBP_PEPTIDYL_LYSINE_ACETYLATION,GO:0018394,biological_process,GO:0008150,Epigenetic Regulation,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Signal Transduction,Response to Stimulus
GOBP_ETHER_METABOLIC_PROCESS,GO:0018904,,,Lipid Metabolism,Molecular Transport and Homeostasis,System and Developmental Process,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:0018958,biological_process,GO:0008150,Lipid Metabolism,Response to Stimulus,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,System and Developmental Process
GOBP_VIRAL_TRANSCRIPTION,GO:0019083,biological_process,GO:0008150,Transcription and Translation Machinery,Response to Stimulus,Immune System and Inflammation,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_FUCOSE_CATABOLIC_PROCESS,GO:0019317,,,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Mitochondrial Function and Metabolism,Response to Stimulus,System and Developmental Process
GOBP_PEPTIDE_CROSS_LINKING_VIA_CHONDROITIN_4_SULFATE_GLYCOSAMINOGLYCAN,,,,Structural Stabilization,Protein Metabolism and Trafficking,Cell Adhesion and Interaction,System and Developmental Process,Lipid Metabolism
GOBP_FOREBRAIN_NEURON_DEVELOPMENT,GO:0021884,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Neurotransmission and Synaptic Regulation,Cell Adhesion and Interaction,Epigenetic Regulation
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS,GO:0030201,biological_process,GO:0008150,Cell Adhesion and Interaction,Protein Metabolism and Trafficking,System and Developmental Process,Molecular Transport and Homeostasis,Lipid Metabolism
GOBP_FATTY_ACID_ELONGATION,GO:0030497,biological_process,GO:0008150,Lipid Metabolism,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION,GO:0030501,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Response to Stimulus,Signal Transduction,Cell Adhesion and Interaction
GOBP_COLLAGEN_CATABOLIC_PROCESS,GO:0030574,biological_process,GO:0008150,Structural Stabilization,Cell Adhesion and Interaction,Protein Metabolism and Trafficking,Response to Stimulus,System and Developmental Process
GOBP_UBIQUITIN_DEPENDENT_SMAD_PROTEIN_CATABOLIC_PROCESS,,,,Protein Metabolism and Trafficking,Signal Transduction,System and Developmental Process,Response to Stimulus,Epigenetic Regulation
GOBP_NEUTROPHIL_CHEMOTAXIS,GO:0030593,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Cell Adhesion and Interaction,Signal Transduction,Molecular Transport and Homeostasis
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,GO:0030838,biological_process,GO:0008150,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics
GOBP_PARANODAL_JUNCTION_ASSEMBLY,GO:0030913,biological_process,GO:0008150,Gliogenesis and Glial Differentiation,Cell Adhesion and Interaction,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,System and Developmental Process
GOBP_EXOCRINE_PANCREAS_DEVELOPMENT,GO:0031017,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Signal Transduction,Molecular Transport and Homeostasis
GOBP_RNA_MEDIATED_HETEROCHROMATIN_FORMATION,,,,Epigenetic Regulation,RNA Metabolism,Transcription and Translation Machinery,Structural Stabilization,System and Developmental Process
GOBP_REGULATION_OF_HISTONE_METHYLATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,System and Developmental Process,Protein Metabolism and Trafficking
GOBP_REGULATION_OF_HISTONE_DEACETYLATION,,,,Epigenetic Regulation,Signal Transduction,Transcription and Translation Machinery,Response to Stimulus,System and Developmental Process
GOBP_POST_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT,GO:0031077,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Response to Stimulus,Cell Adhesion and Interaction
GOBP_TRNA_PSEUDOURIDINE_SYNTHESIS,GO:0031119,biological_process,GO:0008150,RNA Metabolism,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_POST_TRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_TRANSLOCATION,GO:0031204,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process,Signal Transduction
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING,GO:0031343,biological_process,GO:0008150,Apoptosis,Immune System and Inflammation,Autophagy,Response to Stimulus,Signal Transduction
GOBP_REGULATION_OF_HETEROCHROMATIN_FORMATION,GO:0031445,biological_process,GO:0008150,Epigenetic Regulation,Transcription and Translation Machinery,DNA Repair,Cell Cycle,Signal Transduction
GOBP_POSITIVE_REGULATION_OF_FEVER_GENERATION,GO:0031622,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_NEGATIVE_REGULATION_OF_MYELINATION,GO:0031642,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Signal Transduction,Response to Stimulus,Epigenetic Regulation
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,GO:0031645,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Signal Transduction,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS,GO:0031944,,,Lipid Metabolism,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION,GO:0031999,biological_process,GO:0008150,Lipid Metabolism,Signal Transduction,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Response to Stimulus
GOBP_RESPONSE_TO_COBALT_ION,GO:0032025,biological_process,GO:0008150,Response to Stimulus,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Epigenetic Regulation,Signal Transduction
GOBP_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT,GO:0032239,,,Molecular Transport and Homeostasis,Signal Transduction,RNA Metabolism,Cell Adhesion and Interaction,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT,GO:0032241,,,Molecular Transport and Homeostasis,Signal Transduction,RNA Metabolism,Transcription and Translation Machinery,Response to Stimulus
GOBP_METHYLATION,GO:0032259,biological_process,GO:0008150,Epigenetic Regulation,Transcription and Translation Machinery,Protein Metabolism and Trafficking,RNA Metabolism,Molecular Transport and Homeostasis
GOBP_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE,GO:0032354,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,System and Developmental Process,Transcription and Translation Machinery,Molecular Transport and Homeostasis
GOBP_REGULATION_OF_LIPID_TRANSPORT,GO:0032368,biological_process,GO:0008150,Lipid Metabolism,Molecular Transport and Homeostasis,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT,GO:0032370,biological_process,GO:0008150,Lipid Metabolism,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Signal Transduction
GOBP_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT,GO:0032377,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Lipid Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,GO:0045814,biological_process,GO:0008150,Epigenetic Regulation,Transcription and Translation Machinery,Response to Stimulus,Signal Transduction,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE,GO:0045869,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Transcription and Translation Machinery,RNA Metabolism
GOBP_NEGATIVE_REGULATION_OF_VASOCONSTRICTION,GO:0045906,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,System and Developmental Process,Molecular Transport and Homeostasis,Cell Adhesion and Interaction
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION,GO:0045933,biological_process,GO:0008150,System and Developmental Process,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis,Structural Stabilization
GOBP_REGULATION_OF_TRANSCRIPTION_BY_GLUCOSE,GO:0046015,biological_process,GO:0008150,Transcription and Translation Machinery,Signal Transduction,Epigenetic Regulation,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_PIGMENT_CATABOLIC_PROCESS,GO:0046149,,,Lipid Metabolism,Protein Metabolism and Trafficking,Response to Stimulus,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_POLYOL_BIOSYNTHETIC_PROCESS,GO:0046173,,,Lipid Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus,System and Developmental Process
GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS,GO:0046184,,,Lipid Metabolism,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus,Protein Metabolism and Trafficking
GOBP_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,GO:0046189,,,Lipid Metabolism,Protein Metabolism and Trafficking,Response to Stimulus,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS,GO:0046471,biological_process,GO:0008150,Lipid Metabolism,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism
GOBP_SPHINGOSINE_BIOSYNTHETIC_PROCESS,,,,Lipid Metabolism,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Signal Transduction
GOBP_RESPONSE_TO_ORGANOPHOSPHORUS,GO:0046683,,,Response to Stimulus,Neurotransmission and Synaptic Regulation,Signal Transduction,Transcription and Translation Machinery,Immune System and Inflammation
GOBP_RESPONSE_TO_MERCURY_ION,GO:0046689,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,Transcription and Translation Machinery,Molecular Transport and Homeostasis,Cell Cycle
GOBP_REGULATION_OF_VIRAL_TRANSCRIPTION,GO:0046782,biological_process,GO:0008150,Transcription and Translation Machinery,Epigenetic Regulation,Response to Stimulus,Signal Transduction,System and Developmental Process
GOBP_REGULATION_OF_RNA_EXPORT_FROM_NUCLEUS,,,,RNA Metabolism,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Transcription and Translation Machinery,Signal Transduction
GOBP_POSITIVE_REGULATION_OF_RNA_EXPORT_FROM_NUCLEUS,GO:0046833,biological_process,GO:0008150,RNA Metabolism,Molecular Transport and Homeostasis,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Transcription and Translation Machinery
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PIGMENTATION,GO:0048087,biological_process,GO:0008150,System and Developmental Process,Response to Stimulus,Signal Transduction,Transcription and Translation Machinery,Epigenetic Regulation
GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE,GO:0048148,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Response to Stimulus,Signal Transduction,Neurodevelopment and Neuronal Differentiation,System and Developmental Process
GOBP_LYMPHOCYTE_CHEMOTAXIS,GO:0048247,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Cell Adhesion and Interaction,Response to Stimulus,System and Developmental Process
GOBP_RESPONSE_TO_PAIN,GO:0048265,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,Immune System and Inflammation,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_MESODERM_MORPHOGENESIS,GO:0048332,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Structural Stabilization,Signal Transduction
GOBP_MESODERMAL_CELL_DIFFERENTIATION,GO:0048333,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Cycle,Cell Adhesion and Interaction,Transcription and Translation Machinery
GOBP_POSITIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY,GO:0048386,biological_process,GO:0008150,Transcription and Translation Machinery,Signal Transduction,Epigenetic Regulation,System and Developmental Process,Response to Stimulus
GOBP_TISSUE_REMODELING,GO:0048771,biological_process,GO:0008150,Structural Stabilization,System and Developmental Process,Response to Stimulus,Cell Adhesion and Interaction,Signal Transduction
GOBP_POSITIVE_REGULATION_OF_HAIR_FOLLICLE_MATURATION,GO:0048818,,,System and Developmental Process,Signal Transduction,Structural Stabilization,Response to Stimulus,Neurodevelopment and Neuronal Differentiation
GOBP_FOREBRAIN_MORPHOGENESIS,GO:0048853,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus
GOBP_FORMATION_OF_ANATOMICAL_BOUNDARY,GO:0048859,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Neurodevelopment and Neuronal Differentiation,Signal Transduction
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE,GO:0050727,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,System and Developmental Process,Autophagy
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,GO:0050728,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Lipid Metabolism,Molecular Transport and Homeostasis
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,GO:0050729,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Epigenetic Regulation,System and Developmental Process
GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,GO:0050730,biological_process,GO:0008150,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus,Epigenetic Regulation,Molecular Transport and Homeostasis
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,GO:0050731,biological_process,GO:0008150,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus,Epigenetic Regulation,Molecular Transport and Homeostasis
GOBP_NEGATIVE_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS,GO:0050748,biological_process,GO:0008150,Signal Transduction,Lipid Metabolism,Molecular Transport and Homeostasis,Response to Stimulus,Protein Metabolism and Trafficking
GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS,GO:0050810,biological_process,GO:0008150,Lipid Metabolism,Signal Transduction,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Epigenetic Regulation
GOBP_REGULATION_OF_COAGULATION,GO:0050818,,,Response to Stimulus,System and Developmental Process,Signal Transduction,Molecular Transport and Homeostasis,Immune System and Inflammation
GOBP_NEGATIVE_REGULATION_OF_COAGULATION,GO:0050819,biological_process,GO:0008150,Response to Stimulus,Immune System and Inflammation,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process
